A,Year,Month,Day,'TEMPERATURE_x, AIR AVERAGE (deg f),'TEMPERATURE_y, AIR MINIMUM (deg f),'TEMPERATURE, AIR MAXIMUM (deg f),rain
1159,2010,10,7,0,61,0,55,0,72,3.38
1160,2010,10,8,0,65,0,53,0,81,3.38
1161,2010,10,9,0,71,0,57,0,88,3.38
1162,2010,10,10,0,77,0,64,0,95,3.38
1163,2010,10,11,0,68,0,58,0,81,3.38
1164,2010,10,12,0,64,0,56,0,81,3.38
1165,2010,10,13,0,67,0,59,0,86,3.38
1166,2010,10,14,0,63,0,58,0,77,3.38
1167,2010,10,15,0,61,0,59,0,67,3.38
1168,2010,10,16,0,60,0,58,0,66,3.38
1169,2010,10,17,0,59,0,57,0,60,3.38
1170,2010,10,18,0,59,0,57,0,63,3.38
1171,2010,10,19,0,59,0,56,0,64,3.38
1172,2010,10,20,0,58,0,55,0,62,3.38
1173,2010,10,21,0,59,0,56,0,64,3.38
1174,2010,10,22,0,59,0,54,0,67,3.38
1175,2010,10,23,0,59,0,53,0,67,3.38
1176,2010,10,24,0,62,0,55,0,72,3.38
1177,2010,10,25,0,61,0,53,0,71,3.38
1178,2010,10,26,0,59,0,51,0,70,3.38
1179,2010,10,27,0,67,0,53,0,81,3.38
1180,2010,10,28,0,71,0,60,0,85,3.38
1181,2010,10,29,0,66,0,55,0,79,3.38
1182,2010,10,30,0,58,0,51,0,69,3.38
1183,2010,10,31,0,58,0,50,0,71,3.38
1184,2010,11,1,0,71,0,53,0,86,1.49
1185,2010,11,2,0,80,0,71,0,94,1.49
1186,2010,11,3,0,84,0,74,0,97,1.49
1187,2010,11,4,0,84,0,72,0,100,1.49
1188,2010,11,5,0,75,0,64,0,90,1.49
1189,2010,11,6,0,63,0,51,0,78,1.49
1190,2010,11,7,0,59,0,50,0,70,1.49
1191,2010,11,8,0,56,0,47,0,65,1.49
1192,2010,11,9,0,56,0,46,0,68,1.49
1193,2010,11,10,0,55,0,47,0,67,1.49
1194,2010,11,11,0,61,0,48,0,72,1.49
1195,2010,11,12,0,64,0,56,0,77,1.49
1196,2010,11,13,0,68,0,59,0,82,1.49
1197,2010,11,14,0,65,0,58,0,75,1.49
1198,2010,11,15,0,63,0,55,0,75,1.49
1199,2010,11,16,0,58,0,51,0,70,1.49
1200,2010,11,17,0,59,0,49,0,77,1.49
1201,2010,11,18,0,59,0,52,0,72,1.49
1202,2010,11,19,0,55,0,52,0,59,1.49
1203,2010,11,20,0,54,0,50,0,58,1.49
1204,2010,11,21,0,50,0,45,0,58,1.49
1205,2010,11,22,0,50,0,42,0,61,1.49
1206,2010,11,23,0,50,0,41,0,58,1.49
1207,2010,11,24,0,48,0,41,0,57,1.49
1208,2010,11,25,0,52,0,41,0,64,1.49
1209,2010,11,26,0,54,0,46,0,67,1.49
1210,2010,11,27,0,51,0,42,0,64,1.49
1211,2010,11,28,0,48,0,40,0,58,1.49
1212,2010,11,29,0,52,0,41,0,63,1.49
1213,2010,11,30,0,57,0,49,0,69,1.49
1214,2011,1,1,0,48,0,41,0,59,0.74
1215,2011,1,2,0,48,0,42,0,56,0.74
1216,2011,1,3,0,49,0,46,0,53,0.74
1217,2011,1,4,0,53,0,46,0,63,0.74
1218,2011,1,5,0,58,0,48,0,70,0.74
1219,2011,1,6,0,57,0,51,0,66,0.74
1220,2011,1,7,0,52,0,44,0,64,0.74
1221,2011,1,8,0,50,0,43,0,58,0.74
1222,2011,1,9,0,51,0,44,0,59,0.74
1223,2011,1,10,0,52,0,42,0,62,0.74
1224,2011,1,11,0,58,0,52,0,68,0.74
1225,2011,1,12,0,60,0,50,0,75,0.74
1226,2011,1,13,0,63,0,55,0,76,0.74
1227,2011,1,14,0,67,0,56,0,81,0.74
1228,2011,1,15,0,69,0,61,0,79,0.74
1229,2011,1,16,0,69,0,60,0,83,0.74
1230,2011,1,17,0,70,0,61,0,85,0.74
1231,2011,1,18,0,68,0,59,0,80,0.74
1232,2011,1,19,0,57,0,52,0,65,0.74
1233,2011,1,20,0,63,0,48,0,76,0.74
1234,2011,1,21,0,63,0,55,0,74,0.74
1235,2011,1,22,0,58,0,52,0,68,0.74
1236,2011,1,23,0,65,0,53,0,78,0.74
1237,2011,1,24,0,61,0,54,0,72,0.74
1238,2011,1,25,0,62,0,54,0,75,0.74
1239,2011,1,26,0,65,0,55,0,76,0.74
1240,2011,1,27,0,65,0,54,0,78,0.74
1241,2011,1,28,0,61,0,51,0,75,0.74
1242,2011,1,29,0,55,0,48,0,67,0.74
1243,2011,1,30,0,52,0,48,0,59,0.74
1244,2011,1,31,0,51,0,44,0,62,0.74
1245,2011,2,1,0,51,0,43,0,63,2.98
1246,2011,2,2,0,51,0,41,0,63,2.98
1247,2011,2,3,0,49,0,41,0,61,2.98
1248,2011,2,4,0,51,0,41,0,63,2.98
1249,2011,2,5,0,55,0,45,0,67,2.98
1250,2011,2,6,0,60,0,44,0,75,2.98
1251,2011,2,7,0,64,0,50,0,78,2.98
1252,2011,2,8,0,53,0,45,0,62,2.98
1253,2011,2,9,0,59,0,45,0,70,2.98
1254,2011,2,10,0,59,0,51,0,71,2.98
1255,2011,2,11,0,63,0,52,0,74,2.98
1256,2011,2,12,0,67,0,57,0,80,2.98
1257,2011,2,13,0,60,0,49,0,74,2.98
1258,2011,2,14,0,54,0,45,0,64,2.98
1259,2011,2,15,0,56,0,48,0,68,2.98
1260,2011,2,16,0,53,0,47,0,57,2.98
1261,2011,2,17,0,49,0,39,0,61,2.98
1262,2011,2,18,0,51,0,44,0,64,2.98
1263,2011,2,19,0,48,0,42,0,58,2.98
1264,2011,2,20,0,46,0,37,0,56,2.98
1265,2011,2,21,0,47,0,39,0,60,2.98
1266,2011,2,22,0,50,0,41,0,61,2.98
1267,2011,2,23,0,49,0,41,0,58,2.98
1268,2011,2,24,0,50,0,43,0,59,2.98
1269,2011,2,25,0,50,0,46,0,56,2.98
1270,2011,2,26,0,46,0,36,0,54,2.98
1271,2011,2,27,0,45,0,33,0,56,2.98
1272,2011,2,28,0,53,0,42,0,64,2.98
1273,2011,3,1,0,52,0,43,0,65,2.53
1274,2011,3,2,0,55,0,44,0,68,2.53
1275,2011,3,3,0,57,0,49,0,68,2.53
1276,2011,3,4,0,60,0,48,0,75,2.53
1277,2011,3,5,0,67,0,55,0,81,2.53
1278,2011,3,6,0,56,0,50,0,66,2.53
1279,2011,3,7,0,51,0,46,0,58,2.53
1280,2011,3,8,0,57,0,44,0,68,2.53
1281,2011,3,9,0,66,0,56,0,79,2.53
1282,2011,3,10,0,65,0,53,0,79,2.53
1283,2011,3,11,0,57,0,49,0,67,2.53
1284,2011,3,12,0,56,0,48,0,66,2.53
1285,2011,3,13,0,56,0,46,0,67,2.53
1286,2011,3,14,0,60,0,49,0,75,2.53
1287,2011,3,15,0,60,0,50,0,76,2.53
1288,2011,3,16,0,59,0,51,0,71,2.53
1289,2011,3,17,0,58,0,49,0,72,2.53
1290,2011,3,18,0,54,0,45,0,67,2.53
1291,2011,3,19,0,53,0,46,0,63,2.53
1292,2011,3,20,0,52,0,45,0,57,2.53
1293,2011,3,21,0,49,0,44,0,56,2.53
1294,2011,3,22,0,51,0,42,0,60,2.53
1295,2011,3,23,0,50,0,41,0,62,2.53
1296,2011,3,24,0,50,0,41,0,60,2.53
1297,2011,3,25,0,52,0,46,0,61,2.53
1298,2011,3,26,0,51,0,46,0,59,2.53
1299,2011,3,27,0,53,0,48,0,61,2.53
1300,2011,3,28,0,54,0,47,0,64,2.53
1301,2011,3,29,0,57,0,47,0,71,2.53
1302,2011,3,30,0,65,0,51,0,80,2.53
1303,2011,3,31,0,74,0,61,0,88,2.53
1304,2011,4,1,0,71,0,56,0,86,0.34
1305,2011,4,2,0,58,0,54,0,69,0.34
1306,2011,4,3,0,59,0,53,0,66,0.34
1307,2011,4,4,0,64,0,49,0,82,0.34
1308,2011,4,5,0,58,0,47,0,72,0.34
1309,2011,4,6,0,58,0,51,0,67,0.34
1310,2011,4,7,0,54,0,44,0,61,0.34
1311,2011,4,8,0,47,0,39,0,56,0.34
1312,2011,4,9,0,47,0,37,0,58,0.34
1313,2011,4,10,0,54,0,43,0,65,0.34
1314,2011,4,11,0,58,0,46,0,74,0.34
1315,2011,4,12,0,57,0,45,0,68,0.34
1316,2011,4,13,0,55,0,46,0,63,0.34
1317,2011,4,14,0,60,0,45,0,76,0.34
1318,2011,4,15,0,69,0,55,0,84,0.34
1319,2011,4,16,0,73,0,62,0,87,0.34
1320,2011,4,17,0,63,0,55,0,74,0.34
1321,2011,4,18,0,58,0,54,0,62,0.34
1322,2011,4,19,0,59,0,54,0,67,0.34
1323,2011,4,20,0,60,0,54,0,70,0.34
1324,2011,4,21,0,57,0,52,0,66,0.34
1325,2011,4,22,0,58,0,51,0,67,0.34
1326,2011,4,23,0,58,0,50,0,68,0.34
1327,2011,4,24,0,56,0,52,0,62,0.34
1328,2011,4,25,0,60,0,48,0,73,0.34
1329,2011,4,26,0,62,0,52,0,72,0.34
1330,2011,4,27,0,68,0,51,0,83,0.34
1331,2011,4,28,0,64,0,53,0,77,0.34
1332,2011,4,29,0,59,0,51,0,69,0.34
1333,2011,4,30,0,66,0,49,0,80,0.34
1334,2011,5,1,0,70,0,59,0,83,0.52
1335,2011,5,2,0,73,0,58,0,88,0.52
1336,2011,5,3,0,78,0,64,0,92,0.52
1337,2011,5,4,0,72,0,58,0,88,0.52
1338,2011,5,5,0,67,0,55,0,83,0.52
1339,2011,5,6,0,60,0,51,0,72,0.52
1340,2011,5,7,0,59,0,52,0,69,0.52
1341,2011,5,8,0,57,0,50,0,65,0.52
1342,2011,5,9,0,55,0,50,0,63,0.52
1343,2011,5,10,0,57,0,47,0,67,0.52
1344,2011,5,11,0,59,0,48,0,70,0.52
1345,2011,5,12,0,62,0,51,0,74,0.52
1346,2011,5,13,0,61,0,51,0,74,0.52
1347,2011,5,14,0,58,0,53,0,67,0.52
1348,2011,5,15,0,55,0,46,0,64,0.52
1349,2011,5,16,0,54,0,43,0,63,0.52
1350,2011,5,17,0,55,0,48,0,64,0.52
1351,2011,5,18,0,55,0,50,0,62,0.52
1352,2011,5,19,0,57,0,48,0,65,0.52
1353,2011,5,20,0,59,0,49,0,70,0.52
1354,2011,5,21,0,59,0,52,0,73,0.52
1355,2011,5,22,0,60,0,54,0,72,0.52
1356,2011,5,23,0,57,0,48,0,67,0.52
1357,2011,5,24,0,58,0,48,0,70,0.52
1358,2011,5,25,0,62,0,51,0,76,0.52
1359,2011,5,26,0,61,0,51,0,72,0.52
1360,2011,5,27,0,63,0,51,0,76,0.52
1361,2011,5,28,0,61,0,53,0,70,0.52
1362,2011,5,29,0,56,0,47,0,65,0.52
1363,2011,5,30,0,62,0,48,0,74,0.52
1364,2011,5,31,0,63,0,51,0,78,0.52
1365,2011,6,1,0,59,0,49,0,71,0.08
1366,2011,6,2,0,60,0,47,0,73,0.08
1367,2011,6,3,0,61,0,50,0,74,0.08
1368,2011,6,4,0,58,0,48,0,70,0.08
1369,2011,6,5,0,61,0,49,0,73,0.08
1370,2011,6,6,0,61,0,51,0,72,0.08
1371,2011,6,7,0,61,0,51,0,72,0.08
1372,2011,6,8,0,60,0,53,0,70,0.08
1373,2011,6,9,0,61,0,55,0,71,0.08
1374,2011,6,10,0,61,0,55,0,68,0.08
1375,2011,6,11,0,60,0,55,0,72,0.08
1376,2011,6,12,0,61,0,55,0,71,0.08
1377,2011,6,13,0,63,0,55,0,75,0.08
1378,2011,6,14,0,64,0,56,0,77,0.08
1379,2011,6,15,0,63,0,56,0,76,0.08
1380,2011,6,16,0,62,0,56,0,72,0.08
1381,2011,6,17,0,62,0,56,0,72,0.08
1382,2011,6,18,0,64,0,55,0,76,0.08
1383,2011,6,19,0,60,0,55,0,72,0.08
1384,2011,6,20,0,64,0,54,0,80,0.08
1385,2011,6,21,0,66,0,56,0,85,0.08
1386,2011,6,22,0,66,0,58,0,82,0.08
1387,2011,6,23,0,64,0,57,0,76,0.08
1388,2011,6,24,0,64,0,55,0,76,0.08
1389,2011,6,25,0,64,0,52,0,82,0.08
1390,2011,6,26,0,66,0,52,0,80,0.08
1391,2011,6,27,0,67,0,57,0,79,0.08
1392,2011,6,28,0,64,0,55,0,75,0.08
1393,2011,6,29,0,67,0,57,0,79,0.08
1394,2011,6,30,0,70,0,55,0,83,0.08
1395,2011,7,1,0,73,0,59,0,91,0.01
1396,2011,7,2,0,72,0,59,0,90,0.01
1397,2011,7,3,0,68,0,56,0,84,0.01
1398,2011,7,4,0,74,0,61,0,88,0.01
1399,2011,7,5,0,76,0,66,0,89,0.01
1400,2011,7,6,0,78,0,66,0,89,0.01
1401,2011,7,7,0,79,0,66,0,97,0.01
1402,2011,7,8,0,72,0,62,0,85,0.01
1403,2011,7,9,0,69,0,60,0,82,0.01
1404,2011,7,10,0,67,0,59,0,79,0.01
1405,2011,7,11,0,66,0,60,0,76,0.01
1406,2011,7,12,0,66,0,58,0,77,0.01
1407,2011,7,13,0,66,0,60,0,76,0.01
1408,2011,7,14,0,64,0,59,0,75,0.01
1409,2011,7,15,0,66,0,59,0,75,0.01
1410,2011,7,16,0,67,0,59,0,76,0.01
1411,2011,7,17,0,68,0,56,0,82,0.01
1412,2011,7,18,0,71,0,55,0,85,0.01
1413,2011,7,19,0,72,0,59,0,86,0.01
1414,2011,7,20,0,66,0,56,0,83,0.01
1415,2011,7,21,0,67,0,57,0,81,0.01
1416,2011,7,22,0,66,0,58,0,80,0.01
1417,2011,7,23,0,66,0,56,0,78,0.01
1418,2011,7,24,0,70,0,57,0,84,0.01
1419,2011,7,25,0,74,0,62,0,89,0.01
1420,2011,7,26,0,69,0,60,0,82,0.01
1421,2011,7,27,0,66,0,60,0,76,0.01
1422,2011,7,28,0,68,0,59,0,79,0.01
1423,2011,7,29,0,69,0,61,0,81,0.01
1424,2011,7,30,0,71,0,60,0,87,0.01
1425,2011,7,31,0,70,0,62,0,89,0.01
1426,2011,8,1,0,77,0,61,0,96,0.01
1427,2011,8,2,0,80,0,64,0,98,0.01
1428,2011,8,3,0,75,0,61,0,94,0.01
1429,2011,8,4,0,69,0,57,0,84,0.01
1430,2011,8,5,0,65,0,50,0,79,0.01
1431,2011,8,6,0,68,0,57,0,83,0.01
1432,2011,8,7,0,66,0,55,0,82,0.01
1433,2011,8,8,0,65,0,56,0,79,0.01
1434,2011,8,9,0,64,0,56,0,78,0.01
1435,2011,8,10,0,64,0,57,0,75,0.01
1436,2011,8,11,0,66,0,59,0,75,0.01
1437,2011,8,12,0,66,0,60,0,78,0.01
1438,2011,8,13,0,67,0,61,0,78,0.01
1439,2011,8,14,0,70,0,61,0,85,0.01
1440,2011,8,15,0,68,0,59,0,82,0.01
1441,2011,8,16,0,70,0,58,0,88,0.01
1442,2011,8,17,0,69,0,55,0,88,0.01
1443,2011,8,18,0,67,0,55,0,83,0.01
1444,2011,8,19,0,65,0,57,0,78,0.01
1445,2011,8,20,0,65,0,57,0,80,0.01
1446,2011,8,21,0,65,0,56,0,78,0.01
1447,2011,8,22,0,72,0,57,0,91,0.01
1448,2011,8,23,0,75,0,60,0,95,0.01
1449,2011,8,24,0,73,0,59,0,88,0.01
1450,2011,8,25,0,78,0,62,0,99,0.01
1451,2011,8,26,0,78,0,64,0,99,0.01
1452,2011,8,27,0,78,0,68,0,98,0.01
1453,2011,8,28,0,78,0,67,0,91,0.01
1454,2011,8,29,0,72,0,60,0,88,0.01
1455,2011,8,30,0,68,0,58,0,83,0.01
1456,2011,8,31,0,67,0,58,0,80,0.01
1457,2011,9,1,0,68,0,57,0,82,0.2
1458,2011,9,2,0,67,0,56,0,84,0.2
1459,2011,9,3,0,69,0,56,0,85,0.2
1460,2011,9,4,0,70,0,57,0,86,0.2
1461,2011,9,5,0,73,0,62,0,84,0.2
1462,2011,9,6,0,86,0,76,0,99,0.2
1463,2011,9,7,0,87,0,77,0,101,0.2
1464,2011,9,8,0,81,0,63,0,96,0.2
1465,2011,9,9,0,65,0,57,0,79,0.2
1466,2011,9,10,0,63,0,58,0,72,0.2
1467,2011,9,11,0,66,0,56,0,79,0.2
1468,2011,9,12,0,69,0,55,0,86,0.2
1469,2011,9,13,0,67,0,59,0,82,0.2
1470,2011,9,14,0,65,0,58,0,79,0.2
1471,2011,9,15,0,65,0,58,0,78,0.2
1472,2011,9,16,0,63,0,58,0,71,0.2
1473,2011,9,17,0,62,0,57,0,78,0.2
1474,2011,9,18,0,66,0,55,0,85,0.2
1475,2011,9,19,0,66,0,55,0,85,0.2
1476,2011,9,20,0,64,0,56,0,79,0.2
1477,2011,9,21,0,64,0,55,0,79,0.2
1478,2011,9,22,0,65,0,55,0,88,0.2
1479,2011,9,23,0,65,0,57,0,80,0.2
1480,2011,9,24,0,64,0,59,0,75,0.2
1481,2011,9,25,0,63,0,59,0,72,0.2
1482,2011,9,26,0,64,0,59,0,77,0.2
1483,2011,9,27,0,68,0,58,0,89,0.2
1484,2011,9,28,0,64,0,59,0,78,0.2
1485,2011,9,29,0,65,0,55,0,84,0.2
1486,2011,9,30,0,69,0,57,0,90,0.2
1487,2011,10,1,0,74,0,57,0,92,1.12
1488,2011,10,2,0,75,0,64,0,91,1.12
1489,2011,10,3,0,66,0,57,0,79,1.12
1490,2011,10,4,0,59,0,56,0,66,1.12
1491,2011,10,5,0,57,0,54,0,61,1.12
1492,2011,10,6,0,57,0,50,0,66,1.12
1493,2011,10,7,0,60,0,50,0,72,1.12
1494,2011,10,8,0,65,0,53,0,79,1.12
1495,2011,10,9,0,70,0,61,0,83,1.12
1496,2011,10,10,0,68,0,57,0,81,1.12
1497,2011,10,11,0,70,0,55,0,89,1.12
1498,2011,10,12,0,85,0,69,0,103,1.12
1499,2011,10,13,0,83,0,70,0,97,1.12
1500,2011,10,14,0,70,0,58,0,85,1.12
1501,2011,10,15,0,63,0,55,0,77,1.12
1502,2011,10,16,0,65,0,53,0,82,1.12
1503,2011,10,17,0,67,0,55,0,82,1.12
1504,2011,10,18,0,62,0,54,0,80,1.12
1505,2011,10,19,0,59,0,54,0,72,1.12
1506,2011,10,20,0,60,0,53,0,72,1.12
1507,2011,10,21,0,62,0,55,0,76,1.12
1508,2011,10,22,0,66,0,54,0,89,1.12
1509,2011,10,23,0,60,0,52,0,83,1.12
1510,2011,10,24,0,60,0,55,0,73,1.12
1511,2011,10,25,0,59,0,56,0,67,1.12
1512,2011,10,26,0,60,0,52,0,72,1.12
1513,2011,10,27,0,63,0,50,0,76,1.12
1514,2011,10,28,0,67,0,55,0,83,1.12
1515,2011,10,29,0,68,0,58,0,83,1.12
1516,2011,10,30,0,70,0,58,0,87,1.12
1517,2011,10,31,0,67,0,51,0,84,1.12
1518,2011,11,1,0,56,0,46,0,73,2.03
1519,2011,11,2,0,68,0,50,0,82,2.03
1520,2011,11,3,0,63,0,57,0,76,2.03
1521,2011,11,4,0,52,0,44,0,58,2.03
1522,2011,11,5,0,50,0,42,0,62,2.03
1523,2011,11,6,0,51,0,45,0,59,2.03
1524,2011,11,7,0,52,0,44,0,63,2.03
1533,2011,11,16,0,61,0,55,0,71,2.03
1534,2011,11,17,0,59,0,51,0,72,2.03
1535,2011,11,18,0,53,0,48,0,58,2.03
1536,2011,11,19,0,53,0,48,0,60,2.03
1537,2011,11,20,0,52,0,48,0,58,2.03
1538,2011,11,21,0,52,0,45,0,63,2.03
1539,2011,11,22,0,57,0,47,0,71,2.03
1540,2011,11,23,0,56,0,49,0,68,2.03
1541,2011,11,24,0,54,0,47,0,66,2.03
1542,2011,11,25,0,55,0,46,0,66,2.03
1543,2011,11,26,0,69,0,54,0,83,2.03
1544,2011,11,27,0,73,0,66,0,84,2.03
1545,2011,11,28,0,69,0,62,0,81,2.03
1546,2011,11,29,0,68,0,59,0,79,2.03
1547,2011,11,30,0,59,0,51,0,70,2.03
1548,2011,12,1,0,58,0,53,0,64,0.25
1549,2011,12,2,0,55,0,46,0,63,0.25
1550,2011,12,3,0,53,0,46,0,61,0.25
1551,2011,12,4,0,52,0,45,0,62,0.25
1552,2011,12,5,0,53,0,45,0,63,0.25
1553,2011,12,6,0,54,0,47,0,64,0.25
1554,2011,12,7,0,56,0,48,0,68,0.25
1555,2011,12,8,0,54,0,47,0,66,0.25
1556,2011,12,9,0,59,0,49,0,71,0.25
1557,2011,12,10,0,57,0,46,0,69,0.25
1558,2011,12,11,0,51,0,44,0,60,0.25
1559,2011,12,12,0,49,0,47,0,53,0.25
1560,2011,12,13,0,50,0,45,0,57,0.25
1561,2011,12,14,0,51,0,45,0,59,0.25
1562,2011,12,15,0,50,0,43,0,59,0.25
1563,2011,12,16,0,56,0,47,0,66,0.25
1564,2011,12,17,0,57,0,50,0,66,0.25
1565,2011,12,18,0,52,0,45,0,61,0.25
1566,2011,12,19,0,52,0,49,0,58,0.25
1567,2011,12,20,0,55,0,47,0,67,0.25
1568,2011,12,21,0,52,0,44,0,64,0.25
1569,2011,12,22,0,54,0,45,0,63,0.25
1570,2011,12,23,0,59,0,51,0,70,0.25
1571,2011,12,24,0,61,0,52,0,74,0.25
1572,2011,12,25,0,63,0,54,0,75,0.25
1573,2011,12,26,0,60,0,51,0,74,0.25
1574,2011,12,27,0,58,0,49,0,69,0.25
1575,2011,12,28,0,65,0,54,0,80,0.25
1576,2011,12,29,0,62,0,56,0,77,0.25
1577,2011,12,30,0,60,0,53,0,71,0.25
1578,2011,12,31,0,63,0,53,0,79,0.25
1579,2012,1,1,0,72,0,64,0,84,1.05
1580,2012,1,2,0,69,0,56,0,83,1.05
1581,2012,1,3,0,70,0,62,0,81,1.05
1582,2012,1,4,0,74,0,64,0,86,1.05
1583,2012,1,5,0,71,0,63,0,86,1.05
1584,2012,1,6,0,61,0,46,0,75,1.05
1585,2012,1,7,0,50,0,42,0,64,1.05
1586,2012,1,8,0,63,0,47,0,76,1.05
1587,2012,1,9,0,63,0,54,0,75,1.05
1588,2012,1,10,0,59,0,51,0,72,1.05
1589,2012,1,11,0,58,0,50,0,70,1.05
1590,2012,1,12,0,64,0,58,0,74,1.05
1591,2012,1,13,0,65,0,56,0,77,1.05
1592,2012,1,14,0,59,0,51,0,70,1.05
1593,2012,1,15,0,55,0,49,0,67,1.05
1594,2012,1,16,0,48,0,45,0,52,1.05
1595,2012,1,17,0,49,0,42,0,59,1.05
1596,2012,1,18,0,52,0,43,0,66,1.05
1597,2012,1,19,0,52,0,45,0,66,1.05
1598,2012,1,20,0,53,0,46,0,65,1.05
1599,2012,1,21,0,51,0,45,0,58,1.05
1600,2012,1,22,0,51,0,45,0,62,1.05
1601,2012,1,23,0,50,0,48,0,54,1.05
1602,2012,1,24,0,54,0,44,0,64,1.05
1603,2012,1,25,0,66,0,54,0,81,1.05
1604,2012,1,26,0,67,0,51,0,83,1.05
1605,2012,1,27,0,65,0,54,0,77,1.05
1606,2012,1,28,0,69,0,62,0,82,1.05
1607,2012,1,29,0,67,0,57,0,80,1.05
1608,2012,1,30,0,58,0,47,0,72,1.05
1609,2012,1,31,0,53,0,43,0,64,1.05
1610,2012,2,1,0,54,0,46,0,69,1.17
1611,2012,2,2,0,54,0,46,0,66,1.17
1612,2012,2,3,0,62,0,55,0,72,1.17
1613,2012,2,4,0,62,0,56,0,73,1.17
1614,2012,2,5,0,63,0,55,0,74,1.17
1615,2012,2,6,0,62,0,52,0,70,1.17
1616,2012,2,7,0,56,0,52,0,62,1.17
1617,2012,2,8,0,63,0,49,0,75,1.17
1618,2012,2,9,0,68,0,58,0,81,1.17
1619,2012,2,10,0,59,0,50,0,73,1.17
1620,2012,2,11,0,54,0,49,0,61,1.17
1621,2012,2,12,0,53,0,46,0,61,1.17
1622,2012,2,13,0,51,0,47,0,57,1.17
1623,2012,2,14,0,49,0,41,0,60,1.17
1624,2012,2,15,0,47,0,43,0,58,1.17
1625,2012,2,16,0,58,0,43,0,65,1.17
1626,2012,2,17,0,59,0,48,0,70,1.17
1627,2012,2,18,0,52,0,43,0,63,1.17
1628,2012,2,19,0,51,0,44,0,62,1.17
1629,2012,2,20,0,51,0,45,0,62,1.17
1630,2012,2,21,0,59,0,46,0,74,1.17
1631,2012,2,22,0,66,0,53,0,80,1.17
1632,2012,2,23,0,62,0,48,0,78,1.17
1633,2012,2,24,0,54,0,45,0,71,1.17
1634,2012,2,25,0,55,0,48,0,67,1.17
1635,2012,2,26,0,53,0,46,0,64,1.17
1636,2012,2,27,0,47,0,42,0,53,1.17
1637,2012,2,28,0,46,0,39,0,56,1.17
1638,2012,2,29,0,49,0,40,0,59,1.17
1639,2012,3,1,0,51,0,45,0,59,2.16
1640,2012,3,2,0,58,0,42,0,73,2.16
1641,2012,3,3,0,66,0,53,0,77,2.16
1642,2012,3,4,0,74,0,65,0,87,2.16
1643,2012,3,5,0,66,0,52,0,80,2.16
1644,2012,3,6,0,50,0,45,0,59,2.16
1645,2012,3,7,0,50,0,41,0,63,2.16
1646,2012,3,8,0,62,0,44,0,78,2.16
1647,2012,3,9,0,70,0,58,0,82,2.16
1648,2012,3,10,0,60,0,46,0,77,2.16
1649,2012,3,11,0,52,0,45,0,63,2.16
1650,2012,3,12,0,53,0,47,0,65,2.16
1651,2012,3,13,0,54,0,47,0,66,2.16
1652,2012,3,14,0,54,0,44,0,66,2.16
1653,2012,3,15,0,54,0,46,0,64,2.16
1654,2012,3,16,0,54,0,50,0,64,2.16
1655,2012,3,17,0,49,0,43,0,54,2.16
1656,2012,3,18,0,46,0,41,0,52,2.16
1657,2012,3,19,0,49,0,43,0,58,2.16
1658,2012,3,20,0,55,0,42,0,69,2.16
1659,2012,3,21,0,59,0,50,0,75,2.16
1661,2012,3,23,0,53,0,47,0,65,2.16
1662,2012,3,24,0,54,0,47,0,64,2.16
1663,2012,3,25,0,49,0,44,0,61,2.16
1664,2012,3,26,0,53,0,47,0,63,2.16
1665,2012,3,27,0,54,0,44,0,64,2.16
1666,2012,3,28,0,55,0,43,0,68,2.16
1667,2012,3,29,0,56,0,48,0,67,2.16
1668,2012,3,30,0,55,0,50,0,66,2.16
1669,2012,3,31,0,53,0,48,0,62,2.16
1670,2012,4,1,0,54,0,45,0,64,1.33
1671,2012,4,2,0,59,0,47,0,70,1.33
1672,2012,4,3,0,63,0,51,0,76,1.33
1673,2012,4,4,0,60,0,49,0,73,1.33
1674,2012,4,5,0,54,0,44,0,64,1.33
1675,2012,4,6,0,58,0,44,0,74,1.33
1676,2012,4,7,0,69,0,57,0,83,1.33
1677,2012,4,8,0,66,0,54,0,80,1.33
1678,2012,4,9,0,62,0,48,0,79,1.33
1679,2012,4,10,0,55,0,47,0,67,1.33
1680,2012,4,11,0,54,0,50,0,63,1.33
1681,2012,4,12,0,53,0,48,0,61,1.33
1682,2012,4,13,0,49,0,46,0,53,1.33
1683,2012,4,14,0,51,0,44,0,60,1.33
1684,2012,4,15,0,54,0,42,0,65,1.33
1685,2012,4,16,0,65,0,49,0,81,1.33
1686,2012,4,17,0,68,0,54,0,84,1.33
1687,2012,4,18,0,62,0,51,0,74,1.33
1688,2012,4,19,0,59,0,50,0,75,1.33
1689,2012,4,20,0,61,0,50,0,84,1.33
1690,2012,4,21,0,61,0,53,0,76,1.33
1691,2012,4,22,0,57,0,55,0,63,1.33
1692,2012,4,23,0,56,0,54,0,60,1.33
1693,2012,4,24,0,60,0,51,0,72,1.33
1694,2012,4,25,0,63,0,53,0,84,1.33
1695,2012,4,26,0,59,0,55,0,67,1.33
1696,2012,4,27,0,59,0,53,0,68,1.33
1697,2012,4,28,0,62,0,50,0,78,1.33
1698,2012,4,29,0,59,0,52,0,70,1.33
1699,2012,4,30,0,58,0,56,0,65,1.33
1700,2012,5,1,0,56,0,55,0,59,0.19
1701,2012,5,2,0,57,0,53,0,61,0.19
