,Year,Month,Day,'TEMPERATURE_x, AIR AVERAGE (deg f)','TEMPERATURE_y, AIR MINIMUM (deg f)','TEMPERATURE, AIR MAXIMUM (deg f)',Rain
1104,2010,9,11,0,68,0,56,0,82,0.07
1105,2010,9,12,0,74,0,62,0,87,0.07
1106,2010,9,13,0,75,0,64,0,90,0.07
1107,2010,9,14,0,74,0,65,0,89,0.07
1108,2010,9,15,0,71,0,63,0,84,0.07
1109,2010,9,16,0,71,0,61,0,84,0.07
1110,2010,9,17,0,69,0,55,0,83,0.07
1111,2010,9,18,0,72,0,62,0,84,0.07
1112,2010,9,19,0,72,0,61,0,85,0.07
1113,2010,9,20,0,69,0,60,0,82,0.07
1114,2010,9,21,0,61,0,53,0,74,0.07
1115,2010,9,22,0,59,0,54,0,69,0.07
1116,2010,9,23,0,68,0,54,0,84,0.07
1117,2010,9,24,0,84,0,69,0,96,0.07
1118,2010,9,25,0,90,0,82,0,101,0.07
1119,2010,9,26,0,94,0,85,0,108,0.07
1120,2010,9,27,0,97,0,88,0,110,0.07
1121,2010,9,28,0,84,0,71,0,99,0.07
1122,2010,9,29,0,79,0,73,0,95,0.07
1123,2010,9,30,0,79,0,70,0,96,0.07
1124,2010,10,1,0,77,0,69,0,89,1.7
1125,2010,10,2,0,75,0,64,0,88,1.7
1126,2010,10,3,0,67,0,58,0,81,1.7
1127,2010,10,4,0,56,0,52,0,60,1.7
1128,2010,10,5,0,53,0,50,0,58,1.7
1129,2010,10,6,0,55,0,52,0,62,1.7
1130,2010,10,7,0,59,0,52,0,70,1.7
1131,2010,10,8,0,66,0,56,0,81,1.7
1132,2010,10,9,0,77,0,66,0,88,1.7
1133,2010,10,10,0,82,0,74,0,95,1.7
1134,2010,10,11,0,74,0,57,0,88,1.7
1135,2010,10,12,0,68,0,57,0,83,1.7
1136,2010,10,13,0,77,0,57,0,94,1.7
1137,2010,10,14,0,63,0,56,0,79,1.7
1138,2010,10,15,0,60,0,56,0,74,1.7
1139,2010,10,16,0,58,0,56,0,61,1.7
1140,2010,10,17,0,56,0,54,0,59,1.7
1141,2010,10,18,0,56,0,54,0,58,1.7
1142,2010,10,19,0,57,0,54,0,60,1.7
1143,2010,10,20,0,56,0,53,0,59,1.7
1144,2010,10,21,0,55,0,53,0,58,1.7
1145,2010,10,22,0,56,0,52,0,66,1.7
1146,2010,10,23,0,56,0,52,0,63,1.7
1147,2010,10,24,0,59,0,53,0,69,1.7
1148,2010,10,25,0,60,0,55,0,69,1.7
1149,2010,10,26,0,59,0,52,0,70,1.7
1150,2010,10,27,0,64,0,57,0,72,1.7
1151,2010,10,28,0,71,0,62,0,83,1.7
1152,2010,10,29,0,67,0,54,0,78,1.7
1153,2010,10,30,0,56,0,51,0,65,1.7
1154,2010,10,31,0,59,0,51,0,69,1.7
1155,2010,11,1,0,74,0,62,0,82,1.25
1156,2010,11,2,0,80,0,75,0,91,1.25
1157,2010,11,3,0,85,0,78,0,97,1.25
1158,2010,11,4,0,85,0,77,0,95,1.25
1159,2010,11,5,0,78,0,69,0,88,1.25
1160,2010,11,6,0,63,0,51,0,75,1.25
1161,2010,11,7,0,57,0,50,0,68,1.25
1162,2010,11,8,0,55,0,49,0,67,1.25
1163,2010,11,9,0,57,0,51,0,68,1.25
1164,2010,11,10,0,54,0,50,0,64,1.25
1165,2010,11,11,0,59,0,51,0,64,1.25
1166,2010,11,12,0,65,0,58,0,74,1.25
1167,2010,11,13,0,68,0,64,0,76,1.25
1168,2010,11,14,0,68,0,62,0,82,1.25
1169,2010,11,15,0,66,0,60,0,78,1.25
1170,2010,11,16,0,60,0,48,0,72,1.25
1171,2010,11,17,0,65,0,49,0,77,1.25
1172,2010,11,18,0,64,0,50,0,76,1.25
1173,2010,11,19,0,50,0,48,0,53,1.25
1174,2010,11,20,0,50,0,46,0,52,1.25
1175,2010,11,21,0,47,0,43,0,57,1.25
1176,2010,11,22,0,49,0,41,0,59,1.25
1177,2010,11,23,0,49,0,44,0,57,1.25
1178,2010,11,24,0,46,0,41,0,56,1.25
1179,2010,11,25,0,50,0,44,0,55,1.25
1180,2010,11,26,0,56,0,49,0,68,1.25
1181,2010,11,27,0,51,0,44,0,59,1.25
1182,2010,11,28,0,47,0,40,0,58,1.25
1183,2010,11,29,0,48,0,43,0,54,1.25
1184,2010,11,30,0,55,0,46,0,61,1.25
1185,2011,1,1,0,47,0,41,0,57,0.75
1186,2011,1,2,0,46,0,40,0,53,0.75
1187,2011,1,3,0,45,0,43,0,49,0.75
1188,2011,1,4,0,51,0,43,0,63,0.75
1189,2011,1,5,0,56,0,50,0,70,0.75
1190,2011,1,6,0,59,0,50,0,69,0.75
1191,2011,1,7,0,50,0,43,0,60,0.75
1192,2011,1,8,0,47,0,42,0,57,0.75
1193,2011,1,9,0,46,0,43,0,58,0.75
1194,2011,1,10,0,50,0,42,0,57,0.75
1195,2011,1,11,0,56,0,49,0,66,0.75
1196,2011,1,12,0,63,0,57,0,71,0.75
1197,2011,1,13,0,65,0,59,0,74,0.75
1198,2011,1,14,0,68,0,63,0,73,0.75
1199,2011,1,15,0,70,0,65,0,79,0.75
1200,2011,1,16,0,73,0,68,0,81,0.75
1201,2011,1,17,0,76,0,69,0,85,0.75
1202,2011,1,18,0,72,0,62,0,81,0.75
1203,2011,1,19,0,61,0,51,0,70,0.75
1204,2011,1,20,0,61,0,56,0,67,0.75
1205,2011,1,21,0,65,0,58,0,73,0.75
1206,2011,1,22,0,63,0,57,0,71,0.75
1207,2011,1,23,0,63,0,58,0,68,0.75
1208,2011,1,24,0,64,0,59,0,74,0.75
1209,2011,1,25,0,65,0,61,0,73,0.75
1210,2011,1,26,0,63,0,59,0,70,0.75
1211,2011,1,27,0,64,0,59,0,72,0.75
1212,2011,1,28,0,64,0,55,0,76,0.75
1213,2011,1,29,0,55,0,45,0,66,0.75
1214,2011,1,30,0,47,0,45,0,53,0.75
1215,2011,1,31,0,51,0,44,0,60,0.75
1216,2011,2,1,0,52,0,44,0,64,2.25
1217,2011,2,2,0,49,0,43,0,54,2.25
1218,2011,2,3,0,50,0,44,0,61,2.25
1219,2011,2,4,0,53,0,43,0,66,2.25
1220,2011,2,5,0,61,0,54,0,68,2.25
1221,2011,2,6,0,66,0,59,0,75,2.25
1222,2011,2,7,0,65,0,52,0,75,2.25
1223,2011,2,8,0,54,0,48,0,64,2.25
1224,2011,2,9,0,54,0,50,0,61,2.25
1225,2011,2,10,0,55,0,50,0,62,2.25
1226,2011,2,11,0,63,0,53,0,71,2.25
1227,2011,2,12,0,68,0,61,0,80,2.25
1228,2011,2,13,0,63,0,53,0,74,2.25
1229,2011,2,14,0,53,0,44,0,64,2.25
1230,2011,2,15,0,54,0,48,0,65,2.25
1231,2011,2,16,0,49,0,42,0,53,2.25
1232,2011,2,17,0,47,0,41,0,60,2.25
1233,2011,2,18,0,48,0,42,0,59,2.25
1234,2011,2,19,0,44,0,39,0,52,2.25
1235,2011,2,20,0,44,0,36,0,56,2.25
1236,2011,2,21,0,47,0,39,0,58,2.25
1237,2011,2,22,0,48,0,40,0,60,2.25
1238,2011,2,23,0,47,0,41,0,56,2.25
1239,2011,2,24,0,47,0,41,0,56,2.25
1240,2011,2,25,0,45,0,42,0,51,2.25
1241,2011,2,26,0,43,0,34,0,50,2.25
1242,2011,2,27,0,44,0,34,0,56,2.25
1243,2011,2,28,0,52,0,44,0,67,2.25
1244,2011,3,1,0,52,0,45,0,64,2.41
1245,2011,3,2,0,54,0,48,0,64,2.41
1246,2011,3,3,0,54,0,48,0,66,2.41
1247,2011,3,4,0,61,0,47,0,75,2.41
1248,2011,3,5,0,67,0,60,0,78,2.41
1249,2011,3,6,0,57,0,49,0,66,2.41
1250,2011,3,7,0,50,0,47,0,57,2.41
1251,2011,3,8,0,57,0,46,0,72,2.41
1252,2011,3,9,0,69,0,61,0,80,2.41
1253,2011,3,10,0,68,0,60,0,79,2.41
1254,2011,3,11,0,59,0,48,0,72,2.41
1255,2011,3,12,0,54,0,46,0,66,2.41
1256,2011,3,13,0,57,0,48,0,68,2.41
1257,2011,3,14,0,63,0,52,0,73,2.41
1258,2011,3,15,0,63,0,55,0,79,2.41
1259,2011,3,16,0,59,0,51,0,70,2.41
1260,2011,3,17,0,59,0,50,0,71,2.41
1261,2011,3,18,0,55,0,45,0,68,2.41
1262,2011,3,19,0,50,0,44,0,60,2.41
1263,2011,3,20,0,48,0,44,0,51,2.41
1264,2011,3,21,0,45,0,39,0,54,2.41
1265,2011,3,22,0,48,0,41,0,59,2.41
1266,2011,3,23,0,48,0,41,0,62,2.41
1267,2011,3,24,0,48,0,40,0,57,2.41
1268,2011,3,25,0,49,0,43,0,62,2.41
1269,2011,3,26,0,49,0,43,0,58,2.41
1270,2011,3,27,0,51,0,46,0,60,2.41
1271,2011,3,28,0,54,0,48,0,64,2.41
1272,2011,3,29,0,59,0,47,0,73,2.41
1273,2011,3,30,0,71,0,55,0,82,2.41
1274,2011,3,31,0,79,0,71,0,89,2.41
1275,2011,4,1,0,75,0,59,0,88,0.12
1276,2011,4,2,0,58,0,50,0,68,0.12
1277,2011,4,3,0,56,0,49,0,69,0.12
1278,2011,4,4,0,66,0,49,0,78,0.12
1279,2011,4,5,0,62,0,50,0,74,0.12
1280,2011,4,6,0,55,0,48,0,70,0.12
1281,2011,4,7,0,50,0,41,0,58,0.12
1282,2011,4,8,0,45,0,37,0,58,0.12
1283,2011,4,9,0,46,0,37,0,55,0.12
1284,2011,4,10,0,53,0,43,0,66,0.12
1285,2011,4,11,0,60,0,50,0,73,0.12
1286,2011,4,12,0,57,0,49,0,70,0.12
1287,2011,4,13,0,53,0,46,0,64,0.12
1288,2011,4,14,0,61,0,45,0,75,0.12
1289,2011,4,15,0,72,0,60,0,85,0.12
1290,2011,4,16,0,76,0,67,0,89,0.12
1291,2011,4,17,0,67,0,53,0,80,0.12
1292,2011,4,18,0,54,0,50,0,59,0.12
1293,2011,4,19,0,57,0,52,0,69,0.12
1294,2011,4,20,0,57,0,51,0,69,0.12
1295,2011,4,21,0,54,0,49,0,65,0.12
1296,2011,4,22,0,56,0,48,0,68,0.12
1297,2011,4,23,0,56,0,48,0,68,0.12
1298,2011,4,24,0,53,0,48,0,61,0.12
1299,2011,4,25,0,59,0,48,0,75,0.12
1300,2011,4,26,0,62,0,49,0,76,0.12
1301,2011,4,27,0,72,0,59,0,85,0.12
1302,2011,4,28,0,68,0,52,0,81,0.12
1303,2011,4,29,0,60,0,49,0,73,0.12
1304,2011,4,30,0,62,0,52,0,70,0.12
1305,2011,5,1,0,66,0,58,0,77,0.61
1306,2011,5,2,0,72,0,61,0,83,0.61
1307,2011,5,3,0,79,0,68,0,94,0.61
1308,2011,5,4,0,79,0,68,0,92,0.61
1309,2011,5,5,0,74,0,60,0,89,0.61
1310,2011,5,6,0,63,0,49,0,79,0.61
1311,2011,5,7,0,57,0,49,0,73,0.61
1312,2011,5,8,0,54,0,47,0,63,0.61
1313,2011,5,9,0,53,0,46,0,62,0.61
1314,2011,5,10,0,56,0,45,0,71,0.61
1315,2011,5,11,0,60,0,47,0,75,0.61
1316,2011,5,12,0,66,0,50,0,81,0.61
1317,2011,5,13,0,64,0,52,0,80,0.61
1318,2011,5,14,0,55,0,50,0,63,0.61
1319,2011,5,15,0,52,0,43,0,64,0.61
1320,2011,5,16,0,52,0,43,0,66,0.61
1321,2011,5,17,0,52,0,44,0,65,0.61
1322,2011,5,18,0,52,0,46,0,60,0.61
1323,2011,5,19,0,56,0,46,0,67,0.61
1324,2011,5,20,0,60,0,48,0,74,0.61
1325,2011,5,21,0,60,0,49,0,79,0.61
1326,2011,5,22,0,56,0,50,0,73,0.61
1327,2011,5,23,0,56,0,48,0,69,0.61
1328,2011,5,24,0,58,0,47,0,74,0.61
1329,2011,5,25,0,63,0,51,0,78,0.61
1330,2011,5,26,0,61,0,50,0,75,0.61
1331,2011,5,27,0,64,0,50,0,79,0.61
1332,2011,5,28,0,60,0,50,0,73,0.61
1333,2011,5,29,0,56,0,48,0,68,0.61
1334,2011,5,30,0,63,0,49,0,79,0.61
1335,2011,5,31,0,65,0,50,0,81,0.61
1336,2011,6,1,0,59,0,49,0,72,0.1
1337,2011,6,2,0,62,0,48,0,75,0.1
1338,2011,6,3,0,62,0,50,0,78,0.1
1339,2011,6,4,0,58,0,47,0,73,0.1
1340,2011,6,5,0,61,0,48,0,77,0.1
1341,2011,6,6,0,59,0,48,0,73,0.1
1342,2011,6,7,0,62,0,51,0,76,0.1
1343,2011,6,8,0,59,0,49,0,73,0.1
1344,2011,6,9,0,60,0,52,0,74,0.1
1345,2011,6,10,0,58,0,53,0,71,0.1
1346,2011,6,11,0,58,0,52,0,72,0.1
1347,2011,6,12,0,59,0,52,0,74,0.1
1348,2011,6,13,0,63,0,52,0,79,0.1
1349,2011,6,14,0,67,0,53,0,82,0.1
1350,2011,6,15,0,64,0,54,0,82,0.1
1351,2011,6,16,0,60,0,53,0,77,0.1
1352,2011,6,17,0,61,0,53,0,73,0.1
1353,2011,6,18,0,63,0,53,0,78,0.1
1354,2011,6,19,0,59,0,53,0,72,0.1
1355,2011,6,20,0,67,0,54,0,85,0.1
1356,2011,6,21,0,69,0,55,0,90,0.1
1357,2011,6,22,0,70,0,58,0,84,0.1
1358,2011,6,23,0,68,0,54,0,82,0.1
1359,2011,6,24,0,65,0,55,0,81,0.1
1360,2011,6,25,0,66,0,53,0,84,0.1
1361,2011,6,26,0,73,0,59,0,84,0.1
1362,2011,6,27,0,75,0,63,0,88,0.1
1363,2011,6,28,0,68,0,55,0,81,0.1
1364,2011,6,29,0,65,0,54,0,81,0.1
1365,2011,6,30,0,71,0,55,0,87,0.1
1366,2011,8,1,0,82,0,69,0,96,0.02
1367,2011,8,2,0,85,0,76,0,98,0.02
1368,2011,8,3,0,81,0,72,0,93,0.02
1369,2011,8,4,0,76,0,63,0,90,0.02
1370,2011,8,5,0,70,0,55,0,85,0.02
1371,2011,8,6,0,68,0,53,0,86,0.02
1372,2011,8,7,0,72,0,60,0,88,0.02
1373,2011,8,8,0,67,0,57,0,84,0.02
1374,2011,8,9,0,65,0,54,0,83,0.02
1375,2011,8,10,0,65,0,54,0,80,0.02
1376,2011,8,11,0,65,0,57,0,79,0.02
1377,2011,8,12,0,66,0,56,0,82,0.02
1378,2011,8,13,0,67,0,57,0,83,0.02
1379,2011,8,14,0,71,0,59,0,87,0.02
1380,2011,8,15,0,74,0,59,0,87,0.02
1381,2011,8,16,0,75,0,61,0,90,0.02
1382,2011,8,17,0,79,0,68,0,91,0.02
1383,2011,8,18,0,77,0,66,0,88,0.02
1384,2011,8,19,0,67,0,56,0,84,0.02
1385,2011,8,20,0,65,0,56,0,83,0.02
1386,2011,8,21,0,66,0,55,0,82,0.02
1387,2011,8,22,0,74,0,57,0,91,0.02
1388,2011,8,23,0,82,0,71,0,95,0.02
1389,2011,8,24,0,81,0,71,0,94,0.02
1390,2011,8,25,0,85,0,77,0,99,0.02
1391,2011,8,26,0,90,0,79,0,103,0.02
1392,2011,8,27,0,89,0,79,0,103,0.02
1393,2011,8,28,0,85,0,75,0,94,0.02
1394,2011,8,29,0,79,0,67,0,96,0.02
1395,2011,8,30,0,72,0,59,0,87,0.02
1396,2011,8,31,0,67,0,55,0,86,0.02
1397,2011,9,1,0,70,0,54,0,86,0.12
1398,2011,9,2,0,74,0,64,0,85,0.12
1399,2011,9,3,0,78,0,68,0,88,0.12
1400,2011,9,4,0,77,0,70,0,87,0.12
1401,2011,9,5,0,78,0,59,0,90,0.12
1402,2011,9,6,0,87,0,79,0,100,0.12
1403,2011,9,7,0,89,0,80,0,103,0.12
1404,2011,9,8,0,84,0,69,0,99,0.12
1405,2011,9,9,0,71,0,57,0,87,0.12
1406,2011,9,10,0,60,0,55,0,74,0.12
1407,2011,9,11,0,65,0,55,0,81,0.12
1408,2011,9,12,0,71,0,56,0,87,0.12
1409,2011,9,13,0,72,0,62,0,86,0.12
1410,2011,9,14,0,68,0,57,0,83,0.12
1411,2011,9,15,0,65,0,57,0,82,0.12
1412,2011,9,16,0,62,0,57,0,77,0.12
1413,2011,9,17,0,62,0,55,0,78,0.12
1414,2011,9,18,0,70,0,56,0,87,0.12
1415,2011,9,19,0,79,0,69,0,90,0.12
1416,2011,9,20,0,71,0,61,0,84,0.12
1417,2011,9,21,0,69,0,54,0,84,0.12
1418,2011,9,22,0,79,0,68,0,92,0.12
1419,2011,9,23,0,74,0,63,0,85,0.12
1420,2011,9,24,0,63,0,57,0,78,0.12
1421,2011,9,25,0,61,0,55,0,74,0.12
1422,2011,9,26,0,64,0,55,0,79,0.12
1423,2011,9,27,0,75,0,59,0,94,0.12
1424,2011,9,28,0,68,0,59,0,81,0.12
1425,2011,9,29,0,72,0,62,0,87,0.12
1426,2011,9,30,0,73,0,62,0,89,0.12
1427,2011,10,1,0,82,0,71,0,93,0.81
1428,2011,10,2,0,79,0,69,0,90,0.81
1429,2011,10,3,0,69,0,55,0,83,0.81
1430,2011,10,4,0,57,0,53,0,66,0.81
1431,2011,10,5,0,53,0,49,0,58,0.81
1432,2011,10,6,0,55,0,48,0,65,0.81
1433,2011,10,7,0,60,0,49,0,75,0.81
1434,2011,10,8,0,68,0,58,0,80,0.81
1435,2011,10,9,0,72,0,64,0,84,0.81
1436,2011,10,10,0,71,0,63,0,83,0.81
1437,2011,10,11,0,75,0,63,0,86,0.81
1438,2011,10,12,0,87,0,77,0,98,0.81
1439,2011,10,13,0,87,0,75,0,101,0.81
1440,2011,10,14,0,75,0,57,0,89,0.81
1441,2011,10,15,0,67,0,54,0,78,0.81
1442,2011,10,16,0,70,0,59,0,80,0.81
1443,2011,10,17,0,75,0,68,0,86,0.81
1444,2011,10,18,0,72,0,59,0,81,0.81
1445,2011,10,19,0,61,0,52,0,76,0.81
1446,2011,10,20,0,59,0,51,0,75,0.81
1447,2011,10,21,0,62,0,52,0,76,0.81
1448,2011,10,22,0,80,0,73,0,90,0.81
1449,2011,10,23,0,74,0,53,0,90,0.81
1450,2011,10,24,0,59,0,52,0,71,0.81
1451,2011,10,25,0,56,0,53,0,64,0.81
1452,2011,10,26,0,60,0,53,0,72,0.81
1453,2011,10,27,0,67,0,61,0,77,0.81
1454,2011,10,28,0,70,0,62,0,84,0.81
1455,2011,10,29,0,73,0,66,0,82,0.81
1456,2011,10,30,0,77,0,69,0,88,0.81
1457,2011,10,31,0,74,0,66,0,83,0.81
1458,2011,11,1,0,67,0,58,0,74,1.55
1459,2011,11,2,0,66,0,61,0,73,1.55
1460,2011,11,3,0,63,0,53,0,75,1.55
1461,2011,11,4,0,49,0,44,0,53,1.55
1462,2011,11,5,0,50,0,44,0,61,1.55
1463,2011,11,6,0,48,0,45,0,56,1.55
1464,2011,11,7,0,52,0,44,0,64,1.55
1465,2011,11,8,0,m,0,m,0,m,1.55
1466,2011,11,9,0,m,0,m,0,m,1.55
1467,2011,11,10,0,m,0,m,0,m,1.55
1468,2011,11,11,0,m,0,m,0,m,1.55
1469,2011,11,12,0,m,0,m,0,m,1.55
1470,2011,11,13,0,m,0,m,0,m,1.55
1471,2011,11,14,0,m,0,m,0,m,1.55
1472,2011,11,15,0,m,0,m,0,m,1.55
1473,2011,11,16,0,m,0,m,0,m,1.55
1474,2011,11,17,0,63,0,47,0,72,1.55
1475,2011,11,18,0,49,0,46,0,53,1.55
1476,2011,11,19,0,50,0,46,0,55,1.55
1477,2011,11,20,0,49,0,45,0,53,1.55
1478,2011,11,21,0,51,0,46,0,60,1.55
1479,2011,11,22,0,58,0,50,0,68,1.55
1480,2011,11,23,0,57,0,49,0,65,1.55
1481,2011,11,24,0,51,0,48,0,58,1.55
1482,2011,11,25,0,58,0,47,0,67,1.55
1483,2011,11,26,0,71,0,66,0,77,1.55
1484,2011,11,27,0,72,0,69,0,78,1.55
1485,2011,11,28,0,73,0,68,0,81,1.55
1486,2011,11,29,0,73,0,68,0,80,1.55
1487,2011,11,30,0,60,0,48,0,69,1.55
1488,2011,12,1,0,53,0,48,0,58,0.46
1489,2011,12,2,0,53,0,48,0,61,0.46
1490,2011,12,3,0,50,0,47,0,55,0.46
1491,2011,12,4,0,51,0,45,0,60,0.46
1492,2011,12,5,0,50,0,47,0,54,0.46
1493,2011,12,6,0,53,0,48,0,60,0.46
1494,2011,12,7,0,58,0,53,0,67,0.46
1495,2011,12,8,0,58,0,54,0,65,0.46
1496,2011,12,9,0,62,0,58,0,69,0.46
1497,2011,12,10,0,59,0,48,0,68,0.46
1498,2011,12,11,0,49,0,45,0,57,0.46
1499,2011,12,12,0,45,0,44,0,46,0.46
1500,2011,12,13,0,49,0,45,0,56,0.46
1501,2011,12,14,0,50,0,46,0,60,0.46
1502,2011,12,15,0,48,0,44,0,56,0.46
1503,2011,12,16,0,54,0,48,0,58,0.46
1504,2011,12,17,0,54,0,48,0,58,0.46
1505,2011,12,18,0,50,0,47,0,57,0.46
1506,2011,12,19,0,49,0,47,0,51,0.46
1507,2011,12,20,0,54,0,47,0,62,0.46
1508,2011,12,21,0,53,0,46,0,61,0.46
1509,2011,12,22,0,50,0,46,0,53,0.46
1510,2011,12,23,0,57,0,51,0,63,0.46
1511,2011,12,24,0,62,0,58,0,68,0.46
1512,2011,12,25,0,64,0,58,0,70,0.46
1513,2011,12,26,0,63,0,59,0,70,0.46
1514,2011,12,27,0,63,0,58,0,69,0.46
1515,2011,12,28,0,69,0,64,0,78,0.46
1516,2011,12,29,0,68,0,63,0,74,0.46
1517,2011,12,30,0,65,0,60,0,70,0.46
1518,2011,12,31,0,70,0,60,0,78,0.46
1519,2012,1,1,0,75,0,71,0,84,1.05
1520,2012,1,2,0,75,0,70,0,84,1.05
1521,2012,1,3,0,75,0,69,0,80,1.05
1522,2012,1,4,0,77,0,72,0,85,1.05
1523,2012,1,5,0,74,0,67,0,83,1.05
1524,2012,1,6,0,65,0,57,0,73,1.05
1525,2012,1,7,0,58,0,54,0,62,1.05
1526,2012,1,8,0,61,0,56,0,68,1.05
1527,2012,1,9,0,63,0,59,0,75,1.05
1528,2012,1,10,0,60,0,55,0,69,1.05
1529,2012,1,11,0,61,0,55,0,68,1.05
1530,2012,1,12,0,64,0,58,0,71,1.05
1531,2012,1,13,0,64,0,60,0,71,1.05
1532,2012,1,14,0,61,0,55,0,69,1.05
1533,2012,1,15,0,53,0,45,0,63,1.05
1534,2012,1,16,0,46,0,43,0,49,1.05
1535,2012,1,17,0,47,0,42,0,57,1.05
1536,2012,1,18,0,54,0,48,0,65,1.05
1537,2012,1,19,0,53,0,47,0,64,1.05
1538,2012,1,20,0,51,0,45,0,61,1.05
1539,2012,1,21,0,50,0,47,0,54,1.05
1540,2012,1,22,0,50,0,46,0,57,1.05
1541,2012,1,23,0,48,0,45,0,51,1.05
1542,2012,1,24,0,57,0,46,0,63,1.05
1543,2012,1,25,0,69,0,62,0,75,1.05
1544,2012,1,26,0,70,0,57,0,78,1.05
1545,2012,1,27,0,64,0,58,0,68,1.05
1546,2012,1,28,0,63,0,57,0,68,1.05
1547,2012,1,29,0,67,0,62,0,77,1.05
1548,2012,1,30,0,61,0,52,0,68,1.05
1549,2012,1,31,0,55,0,45,0,65,1.05
1550,2012,2,1,0,54,0,47,0,67,0.42
1551,2012,2,2,0,56,0,47,0,66,0.42
1552,2012,2,3,0,57,0,53,0,62,0.42
1553,2012,2,4,0,59,0,53,0,66,0.42
1554,2012,2,5,0,61,0,55,0,69,0.42
1555,2012,2,6,0,61,0,56,0,67,0.42
1556,2012,2,7,0,56,0,53,0,60,0.42
1557,2012,2,8,0,61,0,51,0,69,0.42
1558,2012,2,9,0,68,0,62,0,80,0.42
1559,2012,2,10,0,62,0,51,0,74,0.42
1560,2012,2,11,0,51,0,46,0,58,0.42
1561,2012,2,12,0,50,0,46,0,58,0.42
1562,2012,2,13,0,47,0,41,0,52,0.42
1563,2012,2,14,0,48,0,41,0,60,0.42
1564,2012,2,15,0,45,0,39,0,50,0.42
1565,2012,2,16,0,54,0,45,0,60,0.42
1566,2012,2,17,0,59,0,52,0,69,0.42
1567,2012,2,18,0,52,0,46,0,62,0.42
1568,2012,2,19,0,49,0,45,0,57,0.42
1569,2012,2,20,0,50,0,45,0,58,0.42
1570,2012,2,21,0,61,0,52,0,70,0.42
1571,2012,2,22,0,68,0,62,0,78,0.42
1572,2012,2,23,0,67,0,58,0,76,0.42
1573,2012,2,24,0,62,0,47,0,72,0.42
1574,2012,2,25,0,52,0,45,0,67,0.42
1575,2012,2,26,0,50,0,43,0,64,0.42
1576,2012,2,27,0,44,0,39,0,51,0.42
1577,2012,2,28,0,44,0,38,0,52,0.42
1578,2012,2,29,0,47,0,41,0,56,0.42
1579,2012,3,1,0,49,0,44,0,58,1.83
1580,2012,3,2,0,55,0,44,0,63,1.83
1581,2012,3,3,0,66,0,56,0,76,1.83
1582,2012,3,4,0,75,0,66,0,86,1.83
1583,2012,3,5,0,71,0,58,0,83,1.83
1584,2012,3,6,0,49,0,43,0,60,1.83
1585,2012,3,7,0,48,0,40,0,59,1.83
1586,2012,3,8,0,62,0,53,0,70,1.83
1587,2012,3,9,0,68,0,61,0,77,1.83
1588,2012,3,10,0,61,0,45,0,75,1.83
1589,2012,3,11,0,51,0,43,0,64,1.83
1590,2012,3,12,0,51,0,44,0,66,1.83
1591,2012,3,13,0,51,0,44,0,65,1.83
1592,2012,3,14,0,53,0,45,0,64,1.83
1593,2012,3,15,0,52,0,44,0,66,1.83
1594,2012,3,16,0,50,0,46,0,57,1.83
1595,2012,3,17,0,50,0,40,0,85,1.83
1596,2012,3,18,0,44,0,40,0,53,1.83
1597,2012,3,19,0,47,0,41,0,58,1.83
1598,2012,3,20,0,55,0,44,0,67,1.83
1599,2012,3,21,0,62,0,56,0,72,1.83
1600,2012,3,22,0,60,0,47,0,71,1.83
1601,2012,3,23,0,52,0,45,0,65,1.83
1602,2012,3,24,0,52,0,46,0,64,1.83
1603,2012,3,25,0,48,0,42,0,61,1.83
1604,2012,3,26,0,50,0,44,0,59,1.83
1605,2012,3,27,0,53,0,46,0,63,1.83
1606,2012,3,28,0,54,0,44,0,65,1.83
1607,2012,3,29,0,54,0,48,0,65,1.83
1608,2012,3,30,0,54,0,48,0,65,1.83
1609,2012,3,31,0,50,0,44,0,56,1.83
1610,2012,4,1,0,52,0,43,0,62,1.27
1611,2012,4,2,0,62,0,54,0,74,1.27
1612,2012,4,3,0,65,0,59,0,73,1.27
1613,2012,4,4,0,61,0,49,0,71,1.27
1614,2012,4,5,0,53,0,45,0,63,1.27
1615,2012,4,6,0,58,0,45,0,69,1.27
1616,2012,4,7,0,68,0,60,0,82,1.27
1617,2012,4,8,0,68,0,60,0,79,1.27
1618,2012,4,9,0,63,0,48,0,78,1.27
1619,2012,4,10,0,55,0,45,0,66,1.27
1620,2012,4,11,0,50,0,47,0,58,1.27
1621,2012,4,12,0,50,0,45,0,57,1.27
1622,2012,4,13,0,46,0,42,0,52,1.27
1623,2012,4,14,0,48,0,40,0,56,1.27
1624,2012,4,15,0,54,0,44,0,65,1.27
1625,2012,4,16,0,66,0,56,0,76,1.27
1626,2012,4,17,0,70,0,63,0,79,1.27
1627,2012,4,18,0,66,0,58,0,74,1.27
1628,2012,4,19,0,64,0,54,0,74,1.27
1629,2012,4,20,0,75,0,64,0,86,1.27
1630,2012,4,21,0,67,0,54,0,79,1.27
1631,2012,4,22,0,58,0,53,0,67,1.27
1632,2012,4,23,0,52,0,51,0,55,1.27
1633,2012,4,24,0,58,0,50,0,69,1.27
1634,2012,4,25,0,63,0,53,0,84,1.27
1635,2012,4,26,0,56,0,52,0,65,1.27
1636,2012,4,27,0,57,0,51,0,68,1.27
1637,2012,4,28,0,64,0,54,0,79,1.27
